index;Alloy name;Al;Co;Fe;Ni;Si;Cr;Mn;Nb;Mo;Ti;Cu;V;Zr;Ta;Hf;W;PROPERTY: Microstructure;PROPERTY: Processing method;PROPERTY: Calculated Density (g/cm$^3$);PROPERTY: Type of test;PROPERTY: YS (MPa);Smix;am;Tm;Xm;rm;dX;da;dT;dr
0;Al0.25 Co1 Fe1 Ni1;0.077;0.308;0.308;0.308;;;;;;;;;;;;;FCC;CAST;7.9;C;158;10.68315166;3.0492;1704.857;1.85493;1.49842;0.077060758;0.494399616;224.7578963;0.063804048
1;Al0.5 Co1 Fe1 Ni1;0.143;0.286;0.286;0.286;;;;;;;;;;;;;FCC BCC;CAST;7.4;C;346;11.23624416;3.12026;1649.791;1.83755;1.47576;0.097145702;0.540879797;293.7480173;0.083421473
2;Al0.75 Co1 Fe1 Ni1;0.2;0.267;0.267;0.267;;;;;;;;;;;;;FCC BCC;CAST;7;C;794;11.46458723;3.18163;1602.234;1.82254;1.45619;0.109423034;0.570955351;335.1210991;0.095959326
3;Al1 Co1 Fe1 Ni1;0.25;0.25;0.25;0.25;;;;;;;;;;;;;BCC;CAST;6.6;C;964;11.52010614;3.2325;1558.75;1.8075;1.4375;0.117553179;0.590651124;362.4385293;0.104853846
4;Co1 Fe1 Ni1;;0.333;0.333;0.333;;;;;;;;;;;;;FCC;CAST;8.5;C;204;9.128644494;2.96037;1765.566;1.87146;1.52181;0.033034919;0.418555818;33.50952616;0.018859445
5;Co1 Fe1 Ni1;;0.333;0.333;0.333;;;;;;;;;;;;;FCC;CAST;8.5;C;209;9.128644494;2.96037;1765.566;1.87146;1.52181;0.033034919;0.418555818;33.50952616;0.018859445
6;Co1 Fe1 Ni1 Si0.25;;0.308;0.308;0.308;0.077;;;;;;;;;;;;FCC;CAST;7.7;C;196;10.68315166;3.15623;1762.607;1.87726;1.49303;0.032560674;0.771039607;39.29773514;0.076087172
7;Co1 Fe1 Ni1 Si0.5;;0.286;0.286;0.286;0.143;;;;;;;;;;;;FCC ++;CAST;7.1;C;476;11.23624416;3.31903;1757.041;1.87902;1.46575;0.03201493;0.946702234;42.85496931;0.100381019
8;Co1 Fe1 Ni1 Si0.75;;0.267;0.267;0.267;0.2;;;;;;;;;;;;FCC ++;CAST;6.6;C;1301;11.46458723;3.45963;1752.234;1.88054;1.44219;0.03145694;1.055569042;45.15663002;0.116031745
9;Co1 Cr1 Fe1 Ni1;;0.25;0.25;0.25;;0.25;;;;;;;;;;;FCC;WROUGHT;8.2;T;274;11.52010614;2.95;1858;1.82;1.5575;0.096695398;0.363386846;159.6934563;0.04120545
10;Co1 Cr1 Mn1 Ni1;;0.25;;0.25;;0.25;0.25;;;;;;;;;;FCC;WROUGHT;8.1;T;282;11.52010614;4.4625;1785.5;1.75;1.57;0.150499169;2.592830259;220.2742609;0.0434337
11;Co1 Cr1 Ni1;;0.333;;0.333;;0.333;;;;;;;;;;;FCC;WROUGHT;8.3;T;300;9.128644494;2.97702;1872.792;1.81485;1.55511;0.111414079;0.415094051;181.2792731;0.047627709
12;Co1 Fe1 Mn1 Ni1;;0.25;0.25;0.25;;;0.25;;;;;;;;;;FCC;WROUGHT;8.2;T;170;11.52010614;4.45;1705;1.7925;1.545;0.142894192;2.600394201;111.7899817;0.029126214
13;Co1 Fe1 Ni1;;0.333;0.333;0.333;;;;;;;;;;;;;FCC;WROUGHT;8.5;T;211;9.128644494;2.96037;1765.566;1.87146;1.52181;0.033034919;0.418555818;33.50952616;0.018859445
14;Co1 Mn1 Ni1;;0.333;;0.333;;;0.333;;;;;;;;;;FCC;WROUGHT;8.4;T;231;9.128644494;4.97502;1668.996;1.77822;1.53846;0.163023205;2.807952809;109.2629687;0.033142189
15;Fe1 Mn1 Ni1;;;0.333;0.333;;;0.333;;;;;;;;;;FCC;WROUGHT;8.1;T;221;9.128644494;5.09157;1682.316;1.76157;1.55178;0.154277368;2.708512165;122.0106595;0.031715808
16;Co1 Cr1 Fe1 Nb0.103 Ni1;;0.244;0.244;0.244;;0.244;;0.025;;;;;;;;;FCC ++;CAST;8.2;T;318;12.20701564;2.9617;1881.958;1.81632;1.56962;0.10153165;0.36314677;209.623396;0.058298934
17;Co1 Cr1 Fe1 Nb0.155 Ni1;;0.241;0.241;0.241;;0.241;;0.037;;;;;;;;;FCC ++;CAST;8.2;T;322;12.41277022;2.9659;1892.566;1.81368;1.57469;0.103640208;0.362863546;228.9817323;0.064554981
18;Co1 Cr1 Fe1 Nb0.206 Ni1;;0.238;0.238;0.238;;0.238;;0.049;;;;;;;;;FCC ++;CAST;8.2;T;403;12.58434954;2.9701;1903.174;1.81104;1.57976;0.105640827;0.362531494;246.3705847;0.070038742
19;Co1 Cr1 Fe1 Nb0.309 Ni1;;0.232;0.232;0.232;;0.232;;0.072;;;;;;;;;FCC ++;CAST;8.2;T;479;12.84113584;2.9752;1921.648;1.80416;1.58792;0.109136128;0.361562387;275.4625566;0.079031758
20;Co1 Cr1 Fe1 Nb0.412 Ni1;;0.227;0.227;0.227;;0.227;;0.093;;;;;;;;;FCC ++;CAST;8.2;T;638;13.02406909;2.9855;1942.07;1.80136;1.59835;0.112142981;0.360893835;298.4676381;0.085786658
21;Co1 Cr1 Fe1 Ni1;;0.25;0.25;0.25;;0.25;;;;;;;;;;;FCC;CAST;8.2;T;148;11.52010614;2.95;1858;1.82;1.5575;0.096695398;0.363386846;159.6934563;0.04120545
22;Al0.7 Co0.3 Cr1 Fe1 Ni1;0.175;0.075;0.25;0.25;;0.25;;;;;;;;;;;FCC BCC;POWDER;6.8;C;2033;12.78917673;3.21775;1711.875;1.77275;1.498;0.119184468;0.484146091;390.469409;0.106120528
23;Al1 Co1 Cr1 Fe1 Ni1;0.2;0.2;0.2;0.2;;0.2;;;;;;;;;;;BCC;CAST;6.7;C;1251;13.37442905;3.168;1673;1.778;1.482;0.120565335;0.543816145;396.6126574;0.10900308
24;Al1 Co1 Cr1 Fe1 Ni1;0.2;0.2;0.2;0.2;;0.2;;;;;;;;;;;BCC;CAST;6.7;C;1138;13.37442905;3.168;1673;1.778;1.482;0.120565335;0.543816145;396.6126574;0.10900308
25;Al1 Co1 Cr1 Fe1 Mo0.1 Ni1;0.196;0.196;0.196;0.196;;0.196;;;0.02;;;;;;;;BCC;CAST;6.8;C;1804;13.9216455;3.16744;1697.46;1.78604;1.49036;0.13195726;0.538364789;428.3361488;0.114260957
26;Al1 Co1 Cr1 Fe1 Mo0.2 Ni1;0.192;0.192;0.192;0.192;;0.192;;;0.038;;;;;;;;BCC ++;CAST;6.9;C;2456;14.19776744;3.1606;1716.128;1.78972;1.49492;0.140977042;0.532893287;453.5359754;0.118625303
27;Al1 Co1 Cr1 Fe1 Mo0.3 Ni1;0.189;0.189;0.189;0.189;;0.189;;;0.057;;;;;;;;BCC ++;CAST;7;C;2649;14.44000395;3.17274;1746.057;1.80447;1.50879;0.149789663;0.528727577;478.6113369;0.122323432
28;Al1 Co1 Cr1 Fe1 Mo0.4 Ni1;0.185;0.185;0.185;0.185;;0.185;;;0.074;;;;;;;;BCC ++;CAST;7;C;2670;14.571731;3.16276;1761.829;1.80597;1.51145;0.1565948;0.523086543;497.9881749;0.125729589
29;Al1 Co1 Cr1 Fe1 Mo0.5 Ni1;0.182;0.182;0.182;0.182;;0.182;;;0.091;;;;;;;;BCC ++;CAST;7.1;C;2757;14.69647378;3.16862;1785.966;1.81636;1.52152;0.163095414;0.518839713;516.6093528;0.128462803
30;Al1 Co1 Cr1 Fe1 Ni1;0.2;0.2;0.2;0.2;;0.2;;;;;;;;;;;BCC;CAST;6.7;C;1051;13.37442905;3.168;1673;1.778;1.482;0.120565335;0.543816145;396.6126574;0.10900308
31;Al1 Co1 Cr1 Fe1 Nb0.1 Ni1;0.196;0.196;0.196;0.196;;0.196;;0.02;;;;;;;;;BCC;CAST;6.8;C;1641;13.9216455;3.17064;1694.38;1.77444;1.49196;0.121927382;0.538667607;420.1829168;0.116930869
32;Al1 Co1 Cr1 Fe1 Nb0.25 Ni1;0.19;0.19;0.19;0.19;;0.19;;0.048;;;;;;;;;BCC ++;CAST;6.8;C;1959;14.32186328;3.168;1720.966;1.7659;1.50294;0.12356935;0.530834769;449.0687263;0.126474727
33;Al1 Co1 Cr1 Fe1 Nb0.5 Ni1;0.182;0.182;0.182;0.182;;0.182;;0.091;;;;;;;;;BCC ++;CAST;7;C;2473;14.69647378;3.18318;1771.952;1.76358;1.5288;0.125904718;0.520164707;487.5295823;0.137621528
34;Al1 Co1 Cr1 Fe1 Ni1;0.2;0.2;0.2;0.2;;0.2;;;;;;;;;;;BCC;CAST;6.7;C;1373;13.37442905;3.168;1673;1.778;1.482;0.120565335;0.543816145;396.6126574;0.10900308
35;Al1 Co1 Cr1 Fe1 Ni1;0.2;0.2;0.2;0.2;;0.2;;;;;;;;;;;BCC;CAST;6.7;C;1110;13.37442905;3.168;1673;1.778;1.482;0.120565335;0.543816145;396.6126574;0.10900308
36;Al1 Co1 Cr1 Fe1 Ni1 Si1;0.167;0.167;0.167;0.167;0.167;0.167;;;;;;;;;;;BCC ++;CAST;5.7;C;2411;14.90266362;3.55209;1678.016;1.80193;1.42284;0.119255518;0.979314157;362.4527461;0.142408482
37;Al1 Co1 Cr1 Fe1 Ni1 Si0.2;0.192;0.192;0.192;0.192;0.038;0.192;;;;;;;;;;;BCC;CAST;6.5;C;1265;14.19776744;3.24762;1670.034;1.77908;1.4649;0.120462867;0.686278416;388.6185401;0.118471313
38;Al1 Co1 Cr1 Fe1 Ni1 Si0.4;0.185;0.185;0.185;0.185;0.074;0.185;;;;;;;;;;;BCC;CAST;6.2;C;1481;14.571731;3.33222;1672.067;1.78525;1.45299;0.120286408;0.790032772;381.4624889;0.126198497
39;Al1 Co1 Cr1 Fe1 Ni1 Si0.6;0.179;0.179;0.179;0.179;0.107;0.179;;;;;;;;;;;BCC;CAST;6;C;1834;14.78239148;3.41637;1677.416;1.79461;1.44516;0.120187761;0.868186438;375.2408851;0.132362865
40;Al1 Co1 Cr1 Fe1 Ni1 Si0.8;0.172;0.172;0.172;0.172;0.138;0.172;;;;;;;;;;;BCC ++;CAST;5.8;C;2179;14.85107947;3.47382;1671.034;1.79128;1.4277;0.119514826;0.928892651;367.8348265;0.138158377
41;Al0.25 Co1 Cr1 Cu0.75 Fe1 Ni1 Ti0.5;0.045;0.182;0.182;0.182;;0.182;;;;0.091;0.136;;;;;;FCC;CAST;7.5;C;750;15.53412664;3.08881;1756.02;1.79595;1.54432;0.127348724;0.435396697;285.7096141;0.078082898
42;Al0.5 Co1 Cr1 Cu0.5 Fe1 Ni1 Ti0.5;0.091;0.182;0.182;0.182;;0.182;;;;0.091;0.091;;;;;;FCC BCC;CAST;7.1;C;1580;15.74480344;3.1122;1737.918;1.78451;1.53335;0.130955091;0.467507806;324.3408427;0.092441834
43;Al0.75 Co1 Cr1 Cu0.25 Fe1 Ni1 Ti0.5;0.136;0.182;0.182;0.182;;0.182;;;;0.091;0.045;;;;;;FCC BCC;CAST;6.8;C;1900;15.53412664;3.12794;1717.527;1.76956;1.51975;0.132975962;0.495634297;356.6885915;0.104466829
44;Co1 Cr1 Cu1 Fe1 Ni1 Ti0.5;;0.182;0.182;0.182;;0.182;;;;0.091;0.182;;;;;;FCC;CAST;7.8;C;700;14.69647378;3.07307;1776.411;1.8109;1.55792;0.122434263;0.40125632;241.1756002;0.060331356
45;Al1 Co1 Cr1 Fe1 Ni1 Ti1;0.167;0.167;0.167;0.167;;0.167;;;;0.167;;;;;;;BCC ++;CAST;6.2;C;1860;14.90266362;3.13793;1721.77;1.74181;1.53139;0.141536667;0.503579809;376.3705315;0.117820872
46;Al1 Co1 Cr1 Fe1 Ni1 Ti0.5;0.182;0.182;0.182;0.182;;0.182;;;;0.091;;;;;;;BCC ++;CAST;6.4;C;2260;14.69647378;3.15133;1699.425;1.75812;1.50878;0.133853844;0.522552592;386.3519583;0.115071625
47;Al0.667 Co0.667 Cr0.667 Fe0.667 Ni0.667 Ti1;0.154;0.154;0.154;0.154;;0.154;;;;0.231;;;;;;;BCC ++;CAST;6.1;C;2220;14.78358174;3.12081;1737.505;1.7248;1.5477;0.145811162;0.485974381;366.4309425;0.118838824
48;Al0.2 Co1 Cr1 Fe1 Mn1 Ni1;0.038;0.192;0.192;0.192;;0.192;0.192;;;;;;;;;;FCC;CAST;7.7;T;220;14.19776744;4.12984;1753.854;1.75654;1.55012;0.138853026;2.357537024;253.378012;0.061536459
49;Al0.38 Co1 Cr1 Fe1 Mn1 Ni1;0.071;0.186;0.186;0.186;;0.186;0.186;;;;;;;;;;FCC;CAST;7.5;T;244;14.55968804;4.1389;1730.943;1.75669;1.54202;0.139328043;2.320466049;290.9037322;0.075089877
50;Al0.43 Co1 Cr1 Fe1 Mn1 Ni1;0.079;0.184;0.184;0.184;;0.184;0.184;;;;;;;;;;FCC BCC;CAST;7.4;T;285;14.60831725;4.1298;1720.507;1.75191;1.53578;0.139233844;2.307973638;298.7004212;0.078114406
51;Al0.49 Co1 Cr1 Fe1 Mn1 Ni1;0.089;0.182;0.182;0.182;;0.182;0.182;;;;;;;;;;FCC BCC;CAST;7.4;T;331;14.67307338;4.12878;1711.937;1.75035;1.5319;0.139273301;2.295416713;308.1271113;0.081550668
52;Al0.56 Co1 Cr1 Fe1 Mn1 Ni1;0.101;0.18;0.18;0.18;;0.18;0.18;;;;;;;;;;FCC BCC;CAST;7.3;T;526;14.74920873;4.13584;1705.233;1.75201;1.53038;0.13943672;2.282793961;318.9129416;0.085286128
53;Al0.62 Co1 Cr1 Fe1 Mn1 Ni1;0.11;0.178;0.178;0.178;;0.178;0.178;;;;;;;;;;FCC BCC;CAST;7.2;T;833;14.78278431;4.13078;1695.73;1.74884;1.52532;0.139358008;2.270091186;326.3761957;0.088112506
54;Co1 Cr1 Fe1 Mn1 Ni1;;0.2;0.2;0.2;;0.2;0.2;;;;;;;;;;FCC;CAST;8;T;208;13.37442905;4.142;1790;1.766;1.568;0.138361844;2.406054031;197.2247449;0.038981395
55;Co1 Cr1 Fe1 Mn1 Ni1;;0.2;0.2;0.2;;0.2;0.2;;;;;;;;;;FCC;ANNEAL;8;C;230;13.37442905;4.142;1790;1.766;1.568;0.138361844;2.406054031;197.2247449;0.038981395
56;Co1 Cr1 Fe1 Mn1 Ni1 V0.25;;0.19;0.19;0.19;;0.19;0.19;;;;;0.048;;;;;FCC ++;ANNEAL;7.9;C;200;14.32186328;4.08034;1804.324;1.75594;1.57168;0.138000963;2.357160863;208.1412137;0.042588791
57;Co1 Cr1 Fe1 Mn1 Ni1 V0.5;;0.182;0.182;0.182;;0.182;0.182;;;;;0.091;;;;;FCC;ANNEAL;7.8;C;620;14.69647378;4.04495;1825.733;1.75539;1.58249;0.137674406;2.31741011;216.5869541;0.044996532
58;Co1 Cr1 Fe1 Mn1 Ni1 V0.75;;0.174;0.174;0.174;;0.174;0.174;;;;;0.13;;;;;FCC ++;ANNEAL;7.7;C;740;14.8466268;3.99744;1838.49;1.74832;1.58646;0.136920333;2.275162993;222.6575889;0.046877834
59;Co1 Cr1 Fe1 Mn1 Ni1 V1;;0.167;0.167;0.167;;0.167;0.167;;;;;0.167;;;;;FCC ++;ANNEAL;7.7;C;1660;14.90266362;3.96458;1855.871;1.74682;1.59485;0.136277099;2.237418962;227.7177303;0.048308368
60;Al1 Cr1 Fe1 Ni1;0.25;;0.25;0.25;;0.25;;;;;;;;;;;BCC B2;CAST;6.3;C;1406;11.52010614;3.3325;1649.25;1.7525;1.4725;0.122142335;0.484116463;440.2348095;0.121804067
61;Al1 Cr1 Fe1 Mo0.2 Ni1;0.238;;0.238;0.238;;0.238;;;0.048;;;;;;;;BCC B2;CAST;6.5;C;1487;12.56751174;3.32326;1709.094;1.77302;1.49302;0.150179491;0.474143831;505.5028874;0.132230712
62;Al1 Cr1 Fe1 Mo0.5 Ni1;0.222;;0.222;0.222;;0.222;;;0.111;;;;;;;;BCC B2;CAST;6.8;C;1749;13.13405602;3.3078;1785.99;1.7982;1.51848;0.176870113;0.460202802;570.4994072;0.142162282
63;Al1 Cr1 Fe1 Mo0.8 Ni1;0.208;;0.208;0.208;;0.208;;;0.167;;;;;;;;OTHER;CAST;7;C;1513;13.34013337;3.29702;1855.808;1.82214;1.54242;0.194509707;0.447391974;614.3609263;0.148105282
64;Co1 Cr1 Cu1 Fe1 Ni1 Ti1;;0.167;0.167;0.167;;0.167;;;;0.167;0.167;;;;;;FCC;CAST;7.4;C;1272;14.90266362;3.06612;1792.411;1.79024;1.57648;0.138949131;0.38583407;235.8034276;0.067393778
65;Co1 Cr1 Cu1 Fe1 Ni1 Ti0.5;;0.182;0.182;0.182;;0.182;;;;0.091;0.182;;;;;;FCC;CAST;7.8;C;700;14.69647378;3.07307;1776.411;1.8109;1.55792;0.122434263;0.40125632;241.1756002;0.060331356
66;Co1 Cr1 Cu1 Fe1 Ni1 Ti0.8;;0.172;0.172;0.172;;0.172;;;;0.138;0.172;;;;;;FCC ++;CAST;7.6;C;1042;14.85107947;3.05762;1779.946;1.79148;1.56384;0.133211893;0.391022321;237.5080452;0.065212977
67;Al1 Co1 Cr1 Cu1 Fe1 Mn1 Ni1;0.143;0.143;0.143;0.143;;0.143;0.143;;;;0.143;;;;;;FCC BCC;CAST;7.1;C;1005;16.1783697;4.05548;1607.177;1.76462;1.49721;0.140459743;2.042784592;354.5808336;0.096701489
68;Al1 Co1 Cr1 Cu1 Fe1 Ni1;0.167;0.167;0.167;0.167;;0.167;;;;;0.167;;;;;;FCC BCC;CAST;7.1;C;1303;14.90266362;3.24815;1623.407;1.80193;1.47962;0.119255518;0.523612294;381.2375584;0.100111055
69;Al1 Co1 Cr1 Cu1 Fe1 Ni1 Ti1;0.143;0.143;0.143;0.143;;0.143;;;;0.143;0.143;;;;;;FCC BCC;CAST;6.6;C;1234;16.1783697;3.2032;1668.238;1.76319;1.51866;0.142653296;0.495145888;370.6503681;0.111402514
70;Al1 Co1 Cr1 Cu1 Fe1 Ni1 V1;0.143;0.143;0.143;0.143;;0.143;;;;;0.143;0.143;;;;;FCC BCC;CAST;6.9;C;1469;16.1783697;3.21464;1699.412;1.77606;1.51151;0.125073041;0.490136696;400.7073114;0.105556861
71;Al1 Cu0.889 Fe0.667 Ni0.889 Ti1;0.225;;0.15;0.2;;;;;;0.225;0.2;;;;;;FCC;CAST;5.9;C;980;13.29257509;3.42775;1535.15;1.74525;1.4835;0.157765451;0.438625623;379.7987987;0.133184854
72;Al1 Cu0.889 Fe0.667 Ni0.889 Ti1;0.225;;0.15;0.2;;;;;;0.225;0.2;;;;;;FCC;CAST;5.9;C;980;13.29257509;3.42775;1535.15;1.74525;1.4835;0.157765451;0.438625623;379.7987987;0.133184854
73;Al1 Cu1 Fe1 Ni1 Ti1;0.2;;0.2;0.2;;;;;;0.2;0.2;;;;;;FCC;CAST;6.1;C;1074;13.37442905;3.396;1553.6;1.758;1.488;0.153544782;0.438661601;366.5583719;0.125900043
74;Al1 Cu1 Ni1 Ti1;0.25;;;0.25;;;;;;0.25;0.25;;;;;;FCC;CAST;5.7;C;300;11.52010614;3.53;1490;1.74;1.47;0.166883193;0.388265373;384.3585566;0.139828604
75;Al0.214 Nb0.714 Ta0.571 Ti1 V0.143 Zr0.929;0.06;;;;;;;0.2;;0.28;;0.04;0.26;0.16;;;BCC;OTHER;7.7;C;1965;13.45663089;3.2174;2315.66;1.4988;1.8836;0.106595309;0.254014252;593.6719165;0.115466458
76;Al0.214 Nb0.714 Ta0.714 Ti1 Zr0.929;0.06;;;;;;;0.2;;0.28;;;0.26;0.2;;;BCC;OTHER;8.1;C;1965;12.62496206;3.2282;2360.86;1.4936;1.8952;0.103184495;0.251544748;622.6386114;0.113787509
77;Al0.4 Hf0.6 Nb1 Ta1 Ti1 Zr1;0.08;;;;;;;0.2;;0.2;;;0.2;0.2;0.12;;BCC;OTHER;9.1;C;1841;14.49297444;3.262;2396.72;1.4788;1.904;0.115838508;0.263241334;642.2917418;0.126120429
78;Al0.333 Nb0.667 Ta0.533 Ti1 V0.133 Zr0.667;0.1;;;;;;;0.2;;0.3;;0.04;0.2;0.16;;;BCC;OTHER;7.6;C;2035;13.77127867;3.2442;2264.2;1.5142;1.8424;0.099721412;0.303796577;653.3781141;0.137146187
79;Al1 Mo0.5 Nb1 Ta0.5 Ti1 Zr1;0.2;;;;;;;0.2;0.1;0.2;;;0.2;0.1;;;BCC B2;OTHER;7.1;C;2000;14.52643967;3.348;2168.5;1.584;1.786;0.222943939;0.367771668;748.8435417;0.178824552
80;Al0.667 Nb1 Ta0.333 Ti1 Zr0.333;0.2;;;;;;;0.3;;0.3;;;0.1;0.1;;;BCC;OTHER;6.8;C;1280;12.50479064;3.336;2134.8;1.547;1.764;0.081123363;0.381397431;737.8528037;0.176142462
81;Al0.3 Hf1 Nb1 Ta1 Ti1 Zr1;0.057;;;;;;;0.189;;0.189;;;0.189;0.189;0.189;;BCC;CAST;9.5;C;1188;14.44000395;3.24861;2436.849;1.4658;1.93458;0.120547498;0.232947852;591.3092865;0.111326473
82;Al0.5 Hf1 Nb1 Ta1 Ti1 Zr1;0.091;;;;;;;0.182;;0.182;;;0.182;0.182;0.182;;BCC;CAST;9.3;C;1302;14.69647378;3.27418;2380.287;1.46965;1.90554;0.121411897;0.272734637;644.1215559;0.133044066
83;Al0.75 Hf1 Nb1 Ta1 Ti1 Zr1;0.13;;;;;;;0.174;;0.174;;;0.174;0.174;0.174;;BCC;CAST;9.1;C;1415;14.8466268;3.30398;2315.778;1.47428;1.87252;0.122141236;0.308942;694.6680047;0.153848715
84;Al1 Hf1 Nb1 Ta1 Ti1 Zr1;0.167;;;;;;;0.167;;0.167;;;0.167;0.167;0.167;;BCC ++;CAST;8.9;C;1489;14.90266362;3.34167;2262.015;1.48296;1.84702;0.122768804;0.336990842;735.1966897;0.17040905
85;Hf1 Nb1 Ta1 Ti1 Zr1;;;;;;;;0.2;;0.2;;;0.2;0.2;0.2;;BCC;CAST;9.9;C;1073;13.37442905;3.194;2522.4;1.454;1.976;0.118253964;0.129089117;475.6740901;0.057754424
86;Al0.25 Mo1 Nb1 Ti1 V1;0.059;;;;;;;0.235;0.235;0.235;;0.235;;;;;BCC;CAST;7.1;C;1250;12.6998608;3.15706;2345.357;1.72824;1.79687;0.251485763;0.254429811;520.9583324;0.104003708
87;Al0.5 Mo1 Nb1 Ti1 V1;0.111;;;;;;;0.222;0.222;0.222;;0.222;;;;;BCC;CAST;6.8;C;1625;13.13405602;3.20568;2267.175;1.72161;1.76268;0.245963345;0.318689431;600.7245158;0.130575318
88;Al0.75 Mo1 Nb1 Ti1 V1;0.158;;;;;;;0.211;0.211;0.211;;0.211;;;;;BCC;CAST;6.6;C;1260;13.33516096;3.25894;2203.82;1.72083;1.73729;0.241139634;0.361838716;657.1604285;0.149383723
89;Al1 Mo1 Nb1 Ti1 V1;0.2;;;;;;;0.2;0.2;0.2;;0.2;;;;;BCC;CAST;6.4;C;1375;13.37442905;3.292;2135.8;1.712;1.706;0.235915239;0.391989796;697.0300998;0.164193589
90;Mo1 Nb1 Ti1 V1;;;;;;;;0.25;0.25;0.25;;0.25;;;;;BCC;CAST;7.3;C;1200;11.52010614;3.105;2436.5;1.7375;1.8375;0.257524271;0.131244047;393.9685901;0.058661391
91;Al0.25 Nb1 Ta1 Ti1 V1;0.059;;;;;;;0.235;;0.235;;0.235;;0.235;;;BCC;CAST;8.8;C;1330;12.6998608;3.19466;2438.652;1.56844;1.82037;0.050173323;0.260413195;634.0582744;0.111887822
92;Al0.5 Nb1 Ta1 Ti1 V1;0.111;;;;;;;0.222;;0.222;;0.222;;0.222;;;BCC;CAST;8.5;C;1014;13.13405602;3.2412;2355.309;1.57065;1.78488;0.049615885;0.31794588;706.0636423;0.138056715
93;Al1 Nb1 Ta1 Ti1 V1;0.2;;;;;;;0.2;;0.2;;0.2;;0.2;;;BCC;CAST;7.9;C;993;13.37442905;3.324;2215.2;1.576;1.726;0.048414874;0.384738872;794.8510301;0.171698229
94;Nb1 Ta1 Ti1 V1;;;;;;;;0.25;;0.25;;0.25;;0.25;;;BCC;CAST;9.2;C;1092;11.52010614;3.145;2535.75;1.5675;1.8625;0.050682837;0.157559513;525.3319784;0.069215426
95;Al1 Nb1 Ti1 V1;0.25;;;;;;;0.25;;0.25;;0.25;;;;;BCC;ANNEAL;5.5;C;1020;11.52010614;3.33;1945.75;1.595;1.6575;0.03354102;0.429941857;653.2370837;0.17725522
96;Cr1 Mo0.5 Nb1 Ta0.5 Ti1 Zr1;;;;;;0.2;;0.2;0.1;0.2;;;0.2;0.1;;;BCC ++;OTHER;8;C;1595;14.52643967;3.122;2407.9;1.594;1.882;0.224997778;0.163633737;445.4870256;0.079730778
97;Cr1 Nb1 Ti1 V1 Zr1;;;;;;0.2;;0.2;;0.2;;0.2;0.2;;;;BCC ++;OTHER;6.6;C;1298;13.37442905;3.084;2221.6;1.552;1.834;0.117881296;0.154350251;271.2597279;0.085700688
98;Cr1 Nb1 Ti1 Zr1;;;;;;0.25;;0.25;;0.25;;;0.25;;;;BCC ++;OTHER;6.6;C;1260;11.52010614;3.0975;2236.25;1.5325;1.865;0.12437343;0.169908063;301.5032131;0.086583138
99;Nb0.5 Ti0.5 V1 Zr0.5;;;;;;;;0.2;;0.2;;0.4;0.2;;;;BCC;OTHER;6.4;C;918;11.07040782;3.108;2228.2;1.546;1.844;0.112889326;0.133326666;269.3454288;0.079745668
100;Nb1 Ti1 V1 Zr1;;;;;;;;0.25;;0.25;;0.25;0.25;;;;BCC;OTHER;6.5;C;1105;11.52010614;3.1275;2244.5;1.525;1.8775;0.117153745;0.142543853;298.9234852;0.077950179
101;Hf0.5 Mo0.5 Nb1 Ti1 Zr1;;;;;;;;0.25;0.125;0.25;;;0.25;;0.125;;BCC;CAST;7.9;C;1176;12.96011941;3.16125;2378.75;1.5525;1.9475;0.264893847;0.131571036;362.1404251;0.062242762
102;Hf1 Mo0.25 Nb1 Ta1 Ti1 Zr1;;;;;;;;0.19;0.048;0.19;;;0.19;0.19;0.19;;BCC;CAST;9.9;C;1112;14.32186328;3.18502;2535.288;1.48594;1.9684;0.19332998;0.126509663;470.4846167;0.057143969
103;Hf1 Mo0.5 Nb1 Ta1 Ti1 Zr1;;;;;;;;0.182;0.091;0.182;;;0.182;0.182;0.182;;BCC;CAST;9.9;C;1317;14.69647378;3.19228;2558.92;1.52152;1.97106;0.237342185;0.124159789;466.3210023;0.056343559
104;Hf1 Mo0.75 Nb1 Ta1 Ti1 Zr1;;;;;;;;0.174;0.13;0.174;;;0.174;0.174;0.174;;BCC;CAST;9.9;C;1373;14.8466268;3.18698;2570.968;1.54838;1.96612;0.267914866;0.121768139;461.1262679;0.055679268
105;Hf1 Mo1 Nb1 Ta1 Ti1 Zr1;;;;;;;;0.167;0.167;0.167;;;0.167;0.167;0.167;;BCC;CAST;9.9;C;1512;14.90266362;3.19137;2589.836;1.57815;1.96726;0.291612744;0.119837006;456.4901008;0.05496999
106;Hf1 Nb1 Ta1 Ti1 Zr1;;;;;;;;0.2;;0.2;;;0.2;0.2;0.2;;BCC;CAST;9.9;C;1015;13.37442905;3.194;2522.4;1.454;1.976;0.118253964;0.129089117;475.6740901;0.057754424
107;Hf1 Mo1 Nb1 Ta1 Ti1 Zr1;;;;;;;;0.167;0.167;0.167;;;0.167;0.167;0.167;;BCC;CAST;9.9;C;1512;14.90266362;3.19137;2589.836;1.57815;1.96726;0.291612744;0.119837006;456.4901008;0.05496999
